Identifier,Description,Source,Publisher,Year,Topic
BL_lpc15_19F,Percentage of Primary Complete - 15_19 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp20_24F,Percentage of Primary - 20_24 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc20_24F,Percentage of Primary Complete - 20_24 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp25_29F,Percentage of Primary - 25_29 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc25_29F,Percentage of Primary Complete - 25_29 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp25_99F,Percentage of Primary - 25_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc25_99F,Percentage of Primary Complete - 25_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp30_34F,Percentage of Primary - 30_34 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc30_34F,Percentage of Primary Complete - 30_34 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp35_39F,Percentage of Primary - 35_39 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc35_39F,Percentage of Primary Complete - 35_39 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp40_44F,Percentage of Primary - 40_44 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc40_44F,Percentage of Primary Complete - 40_44 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp45_49F,Percentage of Primary - 45_49 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc45_49F,Percentage of Primary Complete - 45_49 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp50_54F,Percentage of Primary - 50_54 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc50_54F,Percentage of Primary Complete - 50_54 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp55_59F,Percentage of Primary - 55_59 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc55_59F,Percentage of Primary Complete - 55_59 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp60_64F,Percentage of Primary - 60_64 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc60_64F,Percentage of Primary Complete - 60_64 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp65_69F,Percentage of Primary - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc65_69F,Percentage of Primary Complete - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp70_74F,Percentage of Primary - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc70_74F,Percentage of Primary Complete - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp75_99F,Percentage of Primary - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc75_99F,Percentage of Primary Complete - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp15_19M,Percentage of Primary - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc15_19M,Percentage of Primary Complete - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp20_24M,Percentage of Primary - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc20_24M,Percentage of Primary Complete - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp25_29M,Percentage of Primary - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc25_29M,Percentage of Primary Complete - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp25_99M,Percentage of Primary - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc25_99M,Percentage of Primary Complete - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp30_34M,Percentage of Primary - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc30_34M,Percentage of Primary Complete - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp35_39M,Percentage of Primary - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc35_39M,Percentage of Primary Complete - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp40_44M,Percentage of Primary - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc40_44M,Percentage of Primary Complete - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp45_49M,Percentage of Primary - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc45_49M,Percentage of Primary Complete - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp50_54M,Percentage of Primary - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc50_54M,Percentage of Primary Complete - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp55_59M,Percentage of Primary - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc55_59M,Percentage of Primary Complete - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp60_64M,Percentage of Primary - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc60_64M,Percentage of Primary Complete - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp65_69M,Percentage of Primary - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc65_69M,Percentage of Primary Complete - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp70_74M,Percentage of Primary - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc70_74M,Percentage of Primary Complete - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lp75_99M,Percentage of Primary - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lpc75_99M,Percentage of Primary Complete - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls15_99MF,Percentage of Secondary - All Ages - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc15_99MF,Percentage of Secondary Complete - All Ages - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls15_99F,Percentage of Secondary - All Ages - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc15_99F,Percentage of Secondary Complete - All Ages - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls15_99M,Percentage of Secondary - All Ages - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc15_99M,Percentage of Secondary Complete - All Ages - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls15_19MF,Percentage of Secondary - 15_19 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc15_19MF,Percentage of Secondary Complete - 15_19 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls20_24MF,Percentage of Secondary - 20_24 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc20_24MF,Percentage of Secondary Complete - 20_24 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls25_29MF,Percentage of Secondary - 25_29 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc25_29MF,Percentage of Secondary Complete - 25_29 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls25_99MF,Percentage of Secondary - 25_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc25_99MF,Percentage of Secondary Complete - 25_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls30_34MF,Percentage of Secondary - 30_34 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc30_34MF,Percentage of Secondary Complete - 30_34 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls35_39MF,Percentage of Secondary - 35_39 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc35_39MF,Percentage of Secondary Complete - 35_39 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls40_44MF,Percentage of Secondary - 40_44 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc40_44MF,Percentage of Secondary Complete - 40_44 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls45_49MF,Percentage of Secondary - 45_49 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc45_49MF,Percentage of Secondary Complete - 45_49 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls50_54MF,Percentage of Secondary - 50_54 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc50_54MF,Percentage of Secondary Complete - 50_54 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls55_59MF,Percentage of Secondary - 55_59 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc55_59MF,Percentage of Secondary Complete - 55_59 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls60_64MF,Percentage of Secondary - 60_64 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc60_64MF,Percentage of Secondary Complete - 60_64 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls65_69MF,Percentage of Secondary - 65_69 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc65_69MF,Percentage of Secondary Complete - 65_69 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls70_74MF,Percentage of Secondary - 70_74 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc70_74MF,Percentage of Secondary Complete - 70_74 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls75_99MF,Percentage of Secondary - 75_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc75_99MF,Percentage of Secondary Complete - 75_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls15_19F,Percentage of Secondary - 15_19 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc15_19F,Percentage of Secondary Complete - 15_19 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls20_24F,Percentage of Secondary - 20_24 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc20_24F,Percentage of Secondary Complete - 20_24 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls25_29F,Percentage of Secondary - 25_29 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc25_29F,Percentage of Secondary Complete - 25_29 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls25_99F,Percentage of Secondary - 25_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc25_99F,Percentage of Secondary Complete - 25_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls30_34F,Percentage of Secondary - 30_34 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc30_34F,Percentage of Secondary Complete - 30_34 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls35_39F,Percentage of Secondary - 35_39 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc35_39F,Percentage of Secondary Complete - 35_39 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls40_44F,Percentage of Secondary - 40_44 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc40_44F,Percentage of Secondary Complete - 40_44 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls45_49F,Percentage of Secondary - 45_49 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc45_49F,Percentage of Secondary Complete - 45_49 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls50_54F,Percentage of Secondary - 50_54 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc50_54F,Percentage of Secondary Complete - 50_54 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls55_59F,Percentage of Secondary - 55_59 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc55_59F,Percentage of Secondary Complete - 55_59 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls60_64F,Percentage of Secondary - 60_64 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc60_64F,Percentage of Secondary Complete - 60_64 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls65_69F,Percentage of Secondary - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc65_69F,Percentage of Secondary Complete - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls70_74F,Percentage of Secondary - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc70_74F,Percentage of Secondary Complete - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls75_99F,Percentage of Secondary - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc75_99F,Percentage of Secondary Complete - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls15_19M,Percentage of Secondary - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc15_19M,Percentage of Secondary Complete - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls20_24M,Percentage of Secondary - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc20_24M,Percentage of Secondary Complete - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls25_29M,Percentage of Secondary - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc25_29M,Percentage of Secondary Complete - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls25_99M,Percentage of Secondary - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc25_99M,Percentage of Secondary Complete - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls30_34M,Percentage of Secondary - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc30_34M,Percentage of Secondary Complete - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls35_39M,Percentage of Secondary - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc35_39M,Percentage of Secondary Complete - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls40_44M,Percentage of Secondary - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc40_44M,Percentage of Secondary Complete - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls45_49M,Percentage of Secondary - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc45_49M,Percentage of Secondary Complete - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls50_54M,Percentage of Secondary - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc50_54M,Percentage of Secondary Complete - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls55_59M,Percentage of Secondary - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc55_59M,Percentage of Secondary Complete - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls60_64M,Percentage of Secondary - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc60_64M,Percentage of Secondary Complete - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls65_69M,Percentage of Secondary - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc65_69M,Percentage of Secondary Complete - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls70_74M,Percentage of Secondary - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc70_74M,Percentage of Secondary Complete - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_ls75_99M,Percentage of Secondary - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lsc75_99M,Percentage of Secondary Complete - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh15_99MF,Percentage of Tertiary - All Ages - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc15_99MF,Percentage of Tertiary Complete - All Ages - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh15_99F,Percentage of Tertiary - All Ages - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc15_99F,Percentage of Tertiary Complete - All Ages - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh15_99M,Percentage of Tertiary - All Ages - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc15_99M,Percentage of Tertiary Complete - All Ages - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh15_19MF,Percentage of Tertiary - 15_19 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc15_19MF,Percentage of Tertiary Complete - 15_19 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh20_24MF,Percentage of Tertiary - 20_24 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc20_24MF,Percentage of Tertiary Complete - 20_24 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh25_29MF,Percentage of Tertiary - 25_29 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc25_29MF,Percentage of Tertiary Complete - 25_29 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh25_99MF,Percentage of Tertiary - 25_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc25_99MF,Percentage of Tertiary Complete - 25_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh30_34MF,Percentage of Tertiary - 30_34 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc30_34MF,Percentage of Tertiary Complete - 30_34 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh35_39MF,Percentage of Tertiary - 35_39 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc35_39MF,Percentage of Tertiary Complete - 35_39 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh40_44MF,Percentage of Tertiary - 40_44 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc40_44MF,Percentage of Tertiary Complete - 40_44 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh45_49MF,Percentage of Tertiary - 45_49 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc45_49MF,Percentage of Tertiary Complete - 45_49 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh50_54MF,Percentage of Tertiary - 50_54 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc50_54MF,Percentage of Tertiary Complete - 50_54 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh55_59MF,Percentage of Tertiary - 55_59 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc55_59MF,Percentage of Tertiary Complete - 55_59 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh60_64MF,Percentage of Tertiary - 60_64 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc60_64MF,Percentage of Tertiary Complete - 60_64 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh65_69MF,Percentage of Tertiary - 65_69 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc65_69MF,Percentage of Tertiary Complete - 65_69 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh70_74MF,Percentage of Tertiary - 70_74 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc70_74MF,Percentage of Tertiary Complete - 70_74 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh75_99MF,Percentage of Tertiary - 75_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc75_99MF,Percentage of Tertiary Complete - 75_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh15_19F,Percentage of Tertiary - 15_19 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc15_19F,Percentage of Tertiary Complete - 15_19 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh20_24F,Percentage of Tertiary - 20_24 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc20_24F,Percentage of Tertiary Complete - 20_24 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh25_29F,Percentage of Tertiary - 25_29 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc25_29F,Percentage of Tertiary Complete - 25_29 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh25_99F,Percentage of Tertiary - 25_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc25_99F,Percentage of Tertiary Complete - 25_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
